,vulnerable,infected,symptomatic,positive,recovered,deceased
10648,0.884655,0.0612075,0.01561375,0.01266375,0.02557875,0.00028125
10639,0.86878375,0.06463125,0.0181325,0.01599375,0.03207875,0.00038
10645,0.85313125,0.06713125,0.02030875,0.01954,0.03942,0.00046875
10642,0.83790375,0.06900625,0.02202875,0.02322375,0.047275,0.0005625
10641,0.8231925,0.069975,0.02367,0.0269775,0.0555125,0.0006725
10643,0.80876125,0.0704575,0.0250925,0.0307825,0.06412125,0.000785
10652,0.79496125,0.0703275,0.0263375,0.03433625,0.07310625,0.00093125
10647,0.78191125,0.06953625,0.02715625,0.037915,0.0824125,0.00106875
10646,0.76935,0.06836625,0.02779125,0.04115375,0.0921275,0.00121125
10638,0.75745,0.06684625,0.02816375,0.04428625,0.1018975,0.00135625
10649,0.74614,0.06513875,0.02836375,0.04714875,0.11169875,0.00151
10669,0.7353675,0.06325,0.02830375,0.0498175,0.1216025,0.00165875
10661,0.72535125,0.06082125,0.027985,0.052415,0.1316025,0.001825
10660,0.71593875,0.0584675,0.02765875,0.0546125,0.14135125,0.00197125
10653,0.7073475,0.05591,0.02689375,0.05659375,0.15112875,0.00212625
10668,0.69933,0.05322,0.02628,0.05816125,0.16072875,0.00228
10662,0.69193,0.05034,0.0255375,0.05947125,0.170265,0.00245625
10656,0.68489375,0.04760125,0.024755,0.060455,0.17967875,0.00261625
10664,0.6783125,0.04508875,0.02390125,0.06118125,0.1887475,0.00276875
10655,0.6725025,0.04237375,0.02275625,0.0616225,0.19782625,0.00291875
10667,0.66683,0.03981375,0.02170875,0.0619325,0.206625,0.00309
10658,0.66147625,0.03757125,0.02078,0.06171125,0.21521125,0.00325
10659,0.65658,0.03528,0.01955875,0.06154125,0.22363125,0.00340875
10654,0.6520375,0.0332375,0.01858625,0.06099,0.23159,0.00355875
10657,0.64777875,0.0312625,0.0176825,0.06040875,0.23916625,0.00370125
10665,0.643825,0.02932,0.0167075,0.0595725,0.246745,0.00383
10666,0.64016875,0.02741125,0.0157,0.05880625,0.253945,0.00396875
10663,0.6365075,0.02577,0.01492,0.05791,0.260805,0.0040875
10671,0.63325375,0.02410625,0.0141275,0.05689875,0.267405,0.00420875
10680,0.63012,0.02268625,0.01324625,0.055665,0.27390625,0.00437625
10670,0.62723,0.02128875,0.01244375,0.0544225,0.2801275,0.0044875
10679,0.62451375,0.01993,0.01178625,0.053025,0.28614125,0.00460375
10683,0.622045,0.01852875,0.0111775,0.05171625,0.2918225,0.00471
10673,0.61974875,0.01724875,0.01050375,0.05029625,0.2973675,0.004835
10684,0.6173875,0.0163325,0.00982125,0.04885375,0.30268125,0.00492375
10678,0.61533625,0.0152475,0.009235,0.047375,0.30778625,0.00502
10672,0.61332875,0.01435,0.00860375,0.04599125,0.31261375,0.0051125
10675,0.61155875,0.01339125,0.00808125,0.04462375,0.317125,0.00522
10676,0.60992375,0.01244125,0.007575,0.04317375,0.32158875,0.0052975
10677,0.60840875,0.01162,0.00707875,0.0417325,0.3257775,0.0053825
10682,0.60698125,0.0108375,0.00661625,0.04029625,0.32981125,0.0054575
10674,0.60561875,0.01006375,0.0062,0.03883125,0.333745,0.00554125
10681,0.6043625,0.00942125,0.00581375,0.0373275,0.33746,0.005615
10698,0.60322875,0.00866375,0.00544,0.03590375,0.34106625,0.0056975
10688,0.6021625,0.0080825,0.00510625,0.03447625,0.34441875,0.00575375
10691,0.6011775,0.00749625,0.00472875,0.03315875,0.34763125,0.0058075
10696,0.60025125,0.0069825,0.00442625,0.0317325,0.350745,0.0058625
10692,0.59932125,0.0065975,0.00414125,0.0304275,0.35360625,0.00590625
10693,0.59846,0.0062225,0.003895,0.02914125,0.3563275,0.00595375
10687,0.59765875,0.00580375,0.0037025,0.02789,0.35893875,0.00600625
10690,0.5969075,0.005405,0.00349125,0.02665,0.361485,0.00606125
10694,0.59621,0.00506625,0.00322125,0.0255425,0.3638625,0.0060975
10700,0.59557625,0.00473,0.003,0.0243675,0.3661825,0.00614375
10701,0.59491875,0.00444625,0.0027875,0.02331375,0.36835125,0.0061825
10689,0.5943775,0.00418625,0.00261,0.02223125,0.37036625,0.00622875
10699,0.5938375,0.00391625,0.0024175,0.02127625,0.37227875,0.00627375
10695,0.5933725,0.003625,0.00228,0.02030125,0.37411125,0.00631
10685,0.592905,0.00339125,0.00213875,0.01928,0.37594625,0.00633875
10686,0.59250875,0.0031375,0.00197125,0.01842,0.37759125,0.00637125
10697,0.592075,0.00301125,0.0018025,0.01758625,0.37913125,0.00639375
10711,0.59169125,0.00281625,0.00171625,0.01673,0.38061625,0.00643
10702,0.59132,0.00267375,0.00153875,0.015995,0.38201,0.0064625
10706,0.5910075,0.00249125,0.00148,0.01516125,0.38336625,0.00649375
10715,0.59070125,0.00230625,0.00137875,0.0144975,0.3845925,0.00652375
10705,0.590435,0.00214625,0.0012575,0.01379375,0.385815,0.0065525
10707,0.59013,0.0020725,0.0011525,0.0130825,0.38699625,0.00656625
10704,0.58987125,0.00196125,0.001115,0.01242375,0.38803,0.00659875
10714,0.589655,0.00180375,0.0010475,0.011815,0.38906625,0.0066125
10703,0.58942375,0.001715,0.00094875,0.01124,0.3900325,0.00664
10710,0.589235,0.00158875,0.0009025,0.01064625,0.3909725,0.006655
10709,0.5890325,0.001495,0.000845,0.0101375,0.3918175,0.0066725
10708,0.58886375,0.0014025,0.000815,0.00963125,0.3925975,0.00669
10712,0.58868,0.00129125,0.000785,0.00911625,0.39341375,0.00671375
10713,0.58853625,0.00117125,0.00071375,0.0086625,0.394185,0.00673125
10716,0.58837625,0.001095,0.00065625,0.0082525,0.39487875,0.00674125
10725,0.58825625,0.0009875,0.00063375,0.0078025,0.39556,0.00676
10717,0.5881375,0.00093125,0.0006,0.00740875,0.39615625,0.00676625
10729,0.58801,0.0008975,0.0005175,0.00705875,0.39673625,0.00678
10726,0.58788,0.0008525,0.00048125,0.0067075,0.39729625,0.0067825
10730,0.58777125,0.00078125,0.00046625,0.00632375,0.39786625,0.00679125
10720,0.5876775,0.0007575,0.00043125,0.00597,0.3983625,0.00680125
10728,0.58757875,0.0006975,0.00041375,0.0056725,0.3988325,0.006805
10721,0.58749375,0.00063375,0.00040875,0.0053375,0.3993075,0.00681875
10727,0.587405,0.00059,0.00038625,0.0050975,0.3996925,0.00682875
10718,0.5873375,0.00055125,0.00037,0.00481625,0.40009125,0.00683375
10732,0.58725875,0.00052875,0.00033875,0.004575,0.40046,0.00683875
10724,0.58718875,0.00050625,0.00031,0.00432125,0.40082625,0.0068475
10722,0.58710125,0.00049,0.00029125,0.004075,0.40118625,0.00685625
10719,0.58704125,0.0004525,0.0002575,0.00386125,0.4015225,0.006865
10733,0.5869825,0.00042125,0.00023875,0.00364375,0.401845,0.00686875
10731,0.586935,0.00040375,0.00021625,0.00345375,0.40211625,0.006875
10723,0.5868875,0.00037375,0.00021,0.003265,0.402375,0.00688875
10744,0.5868325,0.000345,0.00022,0.00306125,0.40265125,0.00689
10741,0.586775,0.00032,0.00020875,0.00287625,0.40292375,0.00689625
10742,0.58671625,0.00031,0.0002075,0.00270875,0.40316125,0.00689625
10740,0.58666,0.00028625,0.000205,0.00254875,0.40339625,0.00690375
10746,0.58661,0.00029125,0.00018125,0.0024225,0.4035825,0.0069125
10745,0.58656125,0.0002925,0.00017375,0.002275,0.4037825,0.006915
10738,0.58652875,0.00025875,0.00017125,0.00215375,0.40397,0.0069175
10737,0.5864875,0.00025125,0.00016125,0.00203125,0.40414875,0.00692
10747,0.58645625,0.00023,0.00015625,0.0019175,0.40431625,0.00692375
10735,0.58643375,0.00021125,0.00013875,0.00182875,0.40446375,0.00692375
10734,0.58639875,0.00020125,0.000135,0.0017225,0.4046125,0.00693
10739,0.58636875,0.000185,0.00013,0.0016125,0.40477125,0.0069325
10748,0.58635375,0.00016625,0.00011125,0.00154375,0.40488875,0.00693625
10743,0.5863325,0.00016,0.00010375,0.0014575,0.4050075,0.00693875
10736,0.58631125,0.00015125,9.875e-05,0.0013825,0.4051175,0.00693875
10755,0.5863025,0.00013375,8.75e-05,0.00131875,0.4052175,0.00694
10765,0.586285,0.00013,8e-05,0.00125125,0.4053125,0.00694125
10760,0.5862675,0.000125,7.25e-05,0.00117375,0.4054175,0.00694375
10762,0.5862525,0.00011125,7.375e-05,0.001105,0.40551125,0.00694625
10758,0.5862325,0.00010375,7.625e-05,0.00104875,0.40559125,0.0069475
10752,0.586225,9.25e-05,6.625e-05,0.0009825,0.40568375,0.00695
10759,0.5862125,9.25e-05,5.375e-05,0.00094,0.40575125,0.00695
10749,0.5862,9.25e-05,4.125e-05,0.0009025,0.4058125,0.00695125
10756,0.58619,9.25e-05,3.75e-05,0.0008425,0.40588625,0.00695125
10750,0.58618625,7.125e-05,4.625e-05,0.0008125,0.4059325,0.00695125
10754,0.58618375,6e-05,4.875e-05,0.0007675,0.4059875,0.0069525
10763,0.58617125,6.125e-05,4.5e-05,0.00072,0.40605,0.0069525
10753,0.58616125,5.75e-05,4.75e-05,0.00067625,0.4061025,0.006955
10751,0.58615625,5.25e-05,3.875e-05,0.00065,0.40614625,0.00695625
10761,0.58615125,5.25e-05,3.25e-05,0.0006225,0.406185,0.00695625
10764,0.5861425,4.375e-05,3.5e-05,0.00058625,0.406235,0.0069575
10757,0.586135,4.125e-05,3.25e-05,0.00056125,0.40627125,0.00695875
10773,0.586125,4.75e-05,2.375e-05,0.0005425,0.4063025,0.00695875
10768,0.58612125,3.625e-05,2.875e-05,0.0004975,0.406355,0.00696125
10770,0.58612,3.375e-05,2.5e-05,0.0004675,0.4063925,0.00696125
10766,0.5861125,3.625e-05,2.125e-05,0.00043375,0.406435,0.00696125
10769,0.58610875,3.25e-05,1.75e-05,0.00039875,0.40648,0.0069625
10767,0.58610625,3.125e-05,1.875e-05,0.0003775,0.40650375,0.0069625
10776,0.5861025,2.875e-05,2.125e-05,0.00035375,0.40653125,0.0069625
10778,0.5861,2.625e-05,2e-05,0.00032625,0.40656375,0.00696375
10772,0.58609625,2.75e-05,1.75e-05,0.0003075,0.4065875,0.00696375
10774,0.586095,2.625e-05,1.375e-05,0.00029125,0.40661,0.00696375
10771,0.58609125,2.875e-05,1.125e-05,0.00026625,0.40663875,0.00696375
10777,0.58608875,2.625e-05,1.25e-05,0.0002525,0.40665625,0.00696375
10779,0.58608375,2.625e-05,1.125e-05,0.0002375,0.4066775,0.00696375
10775,0.58608125,2e-05,1.375e-05,0.00023125,0.40668875,0.006965
10780,0.58608,2e-05,1.25e-05,0.0002225,0.4067,0.006965
10783,0.58608,1.75e-05,1.125e-05,0.0002075,0.40671875,0.006965
10791,0.586075,1.625e-05,1.25e-05,0.00019875,0.4067325,0.006965
10792,0.58607375,1.625e-05,1e-05,0.000185,0.40675,0.006965
10789,0.58607125,1.75e-05,7.5e-06,0.00017375,0.4067625,0.0069675
10785,0.586065,1.875e-05,8.75e-06,0.0001625,0.40677625,0.00696875
10786,0.5860625,2.125e-05,8.75e-06,0.0001475,0.40679125,0.00696875
10788,0.58606,2.125e-05,1e-05,0.00013375,0.40680625,0.00696875
10796,0.58606,1.5e-05,1.125e-05,0.0001275,0.4068175,0.00696875
10794,0.58606,1.375e-05,1e-05,0.00012375,0.40682375,0.00696875
10797,0.58606,1e-05,1e-05,0.0001175,0.40683375,0.00696875
10782,0.58606,1e-05,7.5e-06,0.0001075,0.40684625,0.00696875
10787,0.58605875,7.5e-06,7.5e-06,0.0001025,0.406855,0.00696875
10784,0.58605875,6.25e-06,7.5e-06,9.75e-05,0.40686125,0.00696875
10795,0.58605875,6.25e-06,7.5e-06,9.125e-05,0.4068675,0.00696875
10790,0.5860575,5e-06,7.5e-06,8.375e-05,0.4068775,0.00696875
10793,0.5860575,5e-06,6.25e-06,7.875e-05,0.40688375,0.00696875
10781,0.5860575,2.5e-06,7.5e-06,7.375e-05,0.4068875,0.00697125
10798,0.5860575,1.25e-06,6.25e-06,7e-05,0.40689375,0.00697125
10799,0.5860575,1.25e-06,5e-06,6.125e-05,0.4069025,0.0069725
10842,0.99937,0.0006225,2.5e-06,2.5e-06,2.5e-06,0.0
10844,0.99913375,0.00071375,7.5e-05,3.375e-05,4.375e-05,0.0
10847,0.99872125,0.00098125,0.00012875,6e-05,0.00010625,2.5e-06
10841,0.99804,0.00143125,0.00021,0.00011125,0.000205,2.5e-06
10843,0.99694625,0.00215125,0.0003275,0.00018125,0.00038875,5e-06
10845,0.99505,0.0035125,0.0005075,0.000305,0.00061875,6.25e-06
10846,0.99202125,0.00566,0.00081,0.00048,0.00101875,1e-05
10840,0.98747625,0.00879375,0.0013025,0.00079375,0.0016175,1.625e-05
10855,0.9808225,0.013345,0.00197875,0.0012725,0.00255375,2.75e-05
10853,0.97214,0.01881375,0.00296,0.0020125,0.004035,3.875e-05
10858,0.9607825,0.02581125,0.00433375,0.00296375,0.00604875,6e-05
10849,0.94737125,0.03334375,0.0060525,0.00434375,0.00879625,9.25e-05
10850,0.93265625,0.04057625,0.0081375,0.00612625,0.01236875,0.000135
10852,0.9177575,0.04682625,0.010325,0.0082825,0.01663875,0.00017
10854,0.9026025,0.05236375,0.01234875,0.01082,0.021625,0.00024
10862,0.88745125,0.0567875,0.0145525,0.0135375,0.0273725,0.00029875
10859,0.87279125,0.0595675,0.01699875,0.0166075,0.0336525,0.0003825
10848,0.85846,0.06165875,0.01885375,0.020025,0.04052875,0.00047375
10851,0.84434625,0.063505,0.02050125,0.02340125,0.0476625,0.00058375
10856,0.83051125,0.064785,0.0217525,0.02682375,0.05545625,0.00067125
10861,0.81715375,0.0650675,0.0229275,0.03029875,0.06378625,0.00076625
10857,0.80439875,0.06480125,0.02378875,0.03377,0.07234625,0.000895
10860,0.792105,0.06445375,0.02433375,0.03715125,0.08093625,0.00102
10877,0.780135,0.06351375,0.02491625,0.0402125,0.09005375,0.00116875
10867,0.76893375,0.0622775,0.02497375,0.043085,0.09943625,0.00129375
10872,0.75824,0.06076125,0.02524,0.04566125,0.10864125,0.00145625
10868,0.74798875,0.059155,0.02515625,0.04816875,0.11794375,0.0015875
10874,0.73837125,0.05714625,0.02496625,0.0505325,0.12724625,0.0017375
10863,0.729285,0.05517875,0.0247175,0.0523275,0.13660375,0.0018875
10870,0.72074625,0.05297,0.02431125,0.0540675,0.14587375,0.00203125
10871,0.71262125,0.05079375,0.02354875,0.05569875,0.15515625,0.00218125
10879,0.70488125,0.0486525,0.02283625,0.05712125,0.16418125,0.0023275
10873,0.6976425,0.04638375,0.02222375,0.057925,0.1733425,0.0024825
10864,0.6906025,0.04435875,0.02146625,0.05870875,0.18222625,0.0026375
10866,0.684105,0.0423775,0.0207275,0.05907625,0.19095125,0.0027625
10869,0.6778825,0.0404325,0.01989,0.0593,0.19958125,0.00291375
10876,0.67209875,0.0384725,0.01910625,0.05936625,0.20788625,0.00307
10875,0.6667325,0.03634,0.01834,0.05927625,0.21608625,0.003225
10865,0.6616225,0.03430375,0.0176375,0.0591375,0.223935,0.00336375
10878,0.65670375,0.03264,0.0167475,0.05883625,0.23159125,0.00348125
10883,0.65217875,0.03084875,0.01589,0.05827,0.23921125,0.00360125
10893,0.6478025,0.02940125,0.015165,0.05763,0.24627125,0.00373
10891,0.64369625,0.027845,0.0144275,0.0567425,0.2534425,0.00384625
10880,0.6399025,0.026305,0.0137425,0.0559925,0.26010125,0.00395625
10885,0.63626375,0.02486,0.01313625,0.05497625,0.26669625,0.0040675
10886,0.63270375,0.02362,0.012615,0.05381,0.27305875,0.0041925
10882,0.62938,0.02239125,0.01198625,0.052755,0.27917875,0.00430875
10887,0.62629125,0.02121625,0.01129375,0.0516575,0.2851375,0.00440375
10892,0.62333,0.0200475,0.01068375,0.05052625,0.2909225,0.00449
10884,0.62056,0.01907,0.01004875,0.0491775,0.29657375,0.00457
10889,0.61799,0.01802125,0.009535,0.0478525,0.30194375,0.0046575
10881,0.61549625,0.01719,0.00907875,0.04644625,0.30704125,0.0047475
10890,0.61308,0.01624875,0.00855,0.04527625,0.312025,0.00482
10894,0.61084625,0.015395,0.00815,0.04387375,0.31682,0.004915
10888,0.60859625,0.014655,0.00771375,0.0425775,0.32145875,0.00499875
10897,0.60655875,0.01385625,0.007335,0.04125375,0.325905,0.00509125
10905,0.604675,0.01308625,0.006955,0.0399825,0.33013625,0.005165
10899,0.60291875,0.01232125,0.00655375,0.03860875,0.33435125,0.00524625
10909,0.60121,0.011595,0.00627875,0.0372375,0.33835375,0.005325
10900,0.59961,0.01098125,0.00596,0.03599375,0.3420625,0.0053925
10904,0.59803875,0.0104025,0.00565,0.03478875,0.34566,0.00546
10902,0.59656875,0.0098125,0.00535125,0.033605,0.349145,0.0055175
10908,0.5951275,0.00936375,0.00507875,0.03237125,0.3524625,0.00559625
10910,0.593775,0.0089875,0.004765,0.03125875,0.35558,0.00563375
10907,0.5924725,0.008555,0.004505,0.03014125,0.3586325,0.00569375
10896,0.5913325,0.00803,0.00426,0.02895375,0.36168125,0.0057425
10906,0.59019,0.00762125,0.00405375,0.02779125,0.36454875,0.005795
10895,0.58911375,0.007225,0.0038925,0.02661625,0.36729625,0.00585625
10901,0.588115,0.00685375,0.00364875,0.02561375,0.369865,0.00590375
10898,0.58716125,0.00648375,0.00346625,0.02461875,0.3723275,0.0059425
10903,0.586255,0.0062575,0.00321625,0.0237075,0.37457625,0.0059875
10911,0.585345,0.00596625,0.00302,0.02277125,0.37688,0.0060175
10912,0.5844825,0.00572125,0.00288125,0.02183125,0.37903625,0.0060475
10920,0.583675,0.00545875,0.00274875,0.0209725,0.3810525,0.0060925
10919,0.58288875,0.005185,0.00266375,0.02014125,0.38299875,0.0061225
10916,0.58221625,0.00484125,0.00253125,0.01940625,0.38486375,0.00614125
10925,0.581535,0.00455125,0.00242125,0.01863,0.3866925,0.00617
10914,0.58086625,0.00434125,0.0022675,0.01788625,0.38843125,0.0062075
10922,0.5802475,0.0041075,0.002195,0.01709125,0.3901125,0.00624625
10915,0.5796225,0.003925,0.0021125,0.01627375,0.3917875,0.00627875
10926,0.5790725,0.0037,0.00204625,0.01561375,0.39327,0.0062975
10924,0.578545,0.00347,0.0019375,0.01497,0.39475625,0.00632125
10923,0.57803875,0.0032875,0.001825,0.0143375,0.39616125,0.00635
10921,0.57758125,0.00317625,0.00167125,0.0136725,0.3975275,0.00637125
10918,0.5771225,0.00305875,0.00155625,0.01306,0.39881375,0.00638875
10917,0.57669625,0.0029225,0.00150625,0.01243375,0.4000325,0.00640875
10913,0.5763475,0.00270625,0.00143,0.01187375,0.401215,0.0064275
10934,0.57594125,0.00261375,0.001325,0.0113675,0.40230125,0.00645125
10929,0.57559,0.002445,0.00130875,0.01091125,0.40327125,0.00647375
10930,0.57520625,0.002365,0.0012175,0.01043375,0.40429375,0.00648375
10940,0.57487875,0.00221,0.00114375,0.01002375,0.40524,0.00650375
10933,0.57452125,0.00212125,0.00109375,0.00964,0.40610875,0.006515
10937,0.574235,0.0020125,0.00107875,0.00921,0.4069325,0.00653125
10939,0.57391125,0.001945,0.00104625,0.00878,0.40777,0.0065475
10928,0.57360375,0.00190625,0.00098125,0.008375,0.4085775,0.00655625
10941,0.57333875,0.00181875,0.00091875,0.00806375,0.40929625,0.00656375
10943,0.5730725,0.00173125,0.00087,0.00768125,0.41006625,0.00657875
10931,0.57281625,0.00167125,0.00084375,0.007285,0.41078875,0.006595
10938,0.57255625,0.00158125,0.00081625,0.00702,0.41142,0.00660625
10932,0.572315,0.00151875,0.00078875,0.0067,0.41205875,0.00661875
10935,0.57208125,0.00144875,0.00075375,0.0064375,0.41264375,0.006635
10927,0.57187125,0.00136625,0.00071125,0.006165,0.413245,0.00664125
10942,0.57163125,0.0012975,0.000685,0.00589625,0.41384,0.00665
10936,0.57143125,0.001235,0.000655,0.0056675,0.41435125,0.00666
10951,0.57125125,0.001175,0.00062125,0.00541,0.41487,0.0066725
10948,0.57105375,0.0011625,0.0005775,0.00519,0.415335,0.00668125
10955,0.57089375,0.0011225,0.0005275,0.00498,0.41579,0.00668625
10950,0.57074125,0.001075,0.000485,0.004795,0.41621,0.00669375
10949,0.57057,0.0010425,0.0004675,0.00460125,0.41661875,0.0067
10956,0.57041375,0.00101375,0.0004475,0.004395,0.41702375,0.00670625
10952,0.57028625,0.00095,0.00043625,0.00419375,0.4174175,0.00671625
10947,0.57015375,0.000905,0.00042,0.00398625,0.4178075,0.0067275
10946,0.570015,0.00088375,0.00039875,0.00379375,0.41817,0.00673875
10954,0.56987125,0.00084125,0.00039875,0.00365,0.41849,0.00674875
10945,0.569745,0.00079,0.00038625,0.00351125,0.418815,0.0067525
10944,0.5696625,0.00074125,0.0003675,0.0033725,0.4191,0.00675625
10958,0.569565,0.0006875,0.000355,0.00321125,0.4194175,0.00676375
10953,0.569475,0.00065375,0.00032375,0.0030425,0.4197325,0.0067725
10957,0.56936125,0.0006425,0.00031875,0.00290625,0.41999375,0.0067775
10961,0.56926625,0.00061875,0.0002975,0.0027875,0.42025125,0.00677875
10967,0.56917125,0.0006025,0.0002725,0.002665,0.42051,0.00677875
10975,0.56910375,0.00056,0.0002625,0.00253,0.4207575,0.00678625
10964,0.56899875,0.00056125,0.00025,0.002425,0.42097125,0.00679375
10971,0.56891625,0.0005475,0.00023125,0.0023125,0.42119375,0.00679875
10968,0.56882625,0.00052875,0.00023125,0.0021825,0.42143125,0.0068
10974,0.56874375,0.00050375,0.000225,0.00207625,0.42164875,0.0068025
10965,0.568665,0.00049625,0.00021125,0.0019975,0.42182625,0.00680375
10966,0.56858875,0.000465,0.00020375,0.00193,0.42200875,0.00680375
10963,0.56851625,0.0004525,0.000195,0.001835,0.4221925,0.00680875
10970,0.56845375,0.0004325,0.0002025,0.00173625,0.4223625,0.0068125
10969,0.56837375,0.0004225,0.00020125,0.00166125,0.422525,0.00681625
10960,0.5683075,0.0004075,0.00019875,0.0015825,0.4226875,0.00681625
10962,0.56825,0.0003975,0.0001925,0.00151375,0.4228275,0.00681875
10972,0.56820125,0.00038375,0.00017625,0.00145125,0.4229675,0.00682
10973,0.56814375,0.0003675,0.00016375,0.0013925,0.4231075,0.006825
10959,0.56808125,0.00035625,0.00016,0.0013225,0.42325125,0.00682875
10976,0.56803875,0.00034375,0.00016,0.00124875,0.42337875,0.00683
10986,0.56798875,0.0003425,0.00015375,0.0012025,0.42347875,0.00683375
10982,0.5679425,0.0003075,0.0001525,0.0011575,0.42359875,0.00684125
10987,0.5678975,0.000305,0.00014,0.0010875,0.4237275,0.0068425
10990,0.56787125,0.00027,0.00014375,0.00103625,0.42383625,0.0068425
10985,0.56783375,0.00025875,0.0001325,0.0009975,0.42393,0.0068475
10979,0.567805,0.00024625,0.00012625,0.00095375,0.42402,0.00684875
10980,0.56777125,0.000235,0.000125,0.00092,0.4241,0.00684875
10981,0.5677425,0.00022125,0.0001225,0.0008675,0.42419625,0.00685
10989,0.5677075,0.0002125,0.0001225,0.00082875,0.42427875,0.00685
10977,0.56766875,0.0002,0.00012125,0.0007975,0.42436,0.0068525
10988,0.5676375,0.0002075,0.00010625,0.0007475,0.42444625,0.006855
10983,0.5676125,0.000195,0.00010375,0.00071375,0.4245175,0.0068575
10984,0.56759125,0.00018,9.375e-05,0.0007025,0.42457375,0.00685875
10978,0.56756625,0.0001625,0.0001,0.000665,0.4246475,0.00685875
11006,0.567525,0.000175,0.00010125,0.000625,0.4247125,0.00686125
10996,0.5674825,0.00019125,0.0001025,0.000595,0.4247675,0.00686125
10997,0.56745125,0.000185,0.0001,0.00057,0.42483125,0.0068625
11003,0.5674375,0.00016125,9.5e-05,0.00055625,0.42488625,0.00686375
10991,0.56741,0.00015375,8.875e-05,0.00053375,0.42495,0.00686375
11005,0.56737375,0.0001675,8e-05,0.00050625,0.42500625,0.00686625
11007,0.56735125,0.0001575,7.5e-05,0.0004925,0.42505625,0.0068675
10994,0.567325,0.00016125,7e-05,0.00046875,0.42510625,0.00686875
11000,0.567295,0.00016625,6.75e-05,0.0004575,0.425145,0.00686875
11001,0.56726375,0.00016625,7.125e-05,0.0004325,0.42519625,0.00687
11004,0.56723875,0.00016,7.25e-05,0.0004225,0.42523625,0.00687
10992,0.56721375,0.00015,8.25e-05,0.00041625,0.4252675,0.00687
10998,0.56719125,0.0001475,7.5e-05,0.00040125,0.425315,0.00687
11002,0.567165,0.0001475,6.75e-05,0.00038375,0.42536625,0.00687
10993,0.56714125,0.0001425,7e-05,0.00036125,0.42541,0.006875
10995,0.56712625,0.0001225,7e-05,0.00035625,0.42545,0.006875
10999,0.56710875,0.0001125,7e-05,0.0003425,0.42549125,0.006875
11012,0.56708375,0.00011,6.25e-05,0.00034,0.4255275,0.00687625
11015,0.56706625,0.0001025,6.625e-05,0.00032375,0.425565,0.00687625
11017,0.56704375,0.0001125,5.625e-05,0.00031375,0.42559625,0.0068775
11016,0.5670275,0.00010875,5.625e-05,0.00028875,0.42564,0.00687875
11011,0.567015,0.00010625,4.5e-05,0.00029375,0.42566125,0.00687875
11014,0.56699875,0.0001075,3.625e-05,0.00028875,0.42568875,0.00688
11013,0.56698375,9.875e-05,4.25e-05,0.00028125,0.42571375,0.00688
11021,0.56697,9.625e-05,4.875e-05,0.00027125,0.42573375,0.00688
11009,0.5669575,9.5e-05,4.375e-05,0.00025875,0.425765,0.00688
11008,0.56694875,9.125e-05,3.75e-05,0.0002475,0.425795,0.00688
11018,0.5669325,9.375e-05,3.625e-05,0.00023625,0.42582125,0.00688
11010,0.56691625,9.625e-05,3.75e-05,0.0002275,0.4258425,0.00688
11020,0.566895,9.75e-05,4.875e-05,0.00021125,0.425865,0.0068825
11019,0.56687625,9.5e-05,4.75e-05,0.00020625,0.4258925,0.0068825
11022,0.5668575,9.625e-05,3.75e-05,0.00020875,0.4259175,0.0068825
11035,0.5668425,8.75e-05,3.5e-05,0.000205,0.4259475,0.0068825
11039,0.5668275,8.625e-05,3.125e-05,0.000205,0.4259675,0.0068825
11037,0.5668175,7.375e-05,3.75e-05,0.0002075,0.42598125,0.0068825
11033,0.5668125,6.75e-05,3.625e-05,0.0002,0.42600125,0.0068825
11030,0.5667975,6.875e-05,4.25e-05,0.000195,0.42601375,0.0068825
11024,0.566785,6e-05,4.75e-05,0.00019125,0.4260325,0.00688375
11028,0.56677875,5.75e-05,4.125e-05,0.000195,0.42604375,0.00688375
11036,0.56677125,5.5e-05,3.5e-05,0.00019375,0.42606,0.006885
11023,0.5667625,4.5e-05,4e-05,0.00019125,0.42607625,0.006885
11031,0.56675,5e-05,3.875e-05,0.00019,0.42608625,0.006885
11027,0.56674,5.25e-05,3.125e-05,0.00018375,0.4261075,0.006885
11025,0.566735,4.625e-05,2.25e-05,0.00019,0.42612,0.00688625
11026,0.56672625,4.5e-05,2.25e-05,0.00018125,0.42613875,0.00688625
11029,0.56671125,5.125e-05,2.5e-05,0.0001725,0.4261525,0.0068875
11034,0.56669875,5.5e-05,2.375e-05,0.0001625,0.4261725,0.0068875
11032,0.56669,5.125e-05,2.375e-05,0.00016125,0.42618625,0.0068875
11038,0.56668375,4.875e-05,2.125e-05,0.00016125,0.4261975,0.0068875
11054,0.566675,4.875e-05,2.375e-05,0.0001575,0.4262075,0.0068875
11040,0.56666625,5.25e-05,2.125e-05,0.00014875,0.42622375,0.0068875
11045,0.566665,4.375e-05,2.375e-05,0.0001425,0.4262375,0.0068875
11046,0.56665125,5e-05,2.5e-05,0.000135,0.42625125,0.0068875
11050,0.56664625,4.75e-05,2.375e-05,0.000135,0.42625875,0.00688875
11053,0.56664375,4e-05,2.125e-05,0.00013125,0.426275,0.00688875
11047,0.56663125,4.625e-05,1.875e-05,0.00013125,0.42628375,0.00688875
11043,0.56662875,4.5e-05,1.625e-05,0.0001225,0.42629875,0.00688875
