,vulnerable,infected,symptomatic,positive,recovered,deceased
36793,0.839355,0.02898,0.0055475,0.03984,0.0851475,0.00113
36814,0.8348525,0.0277525,0.0052875,0.04037875,0.09051375,0.001215
36854,0.8304675,0.02674625,0.0051925,0.04064875,0.09565875,0.00128625
36806,0.8263825,0.0255825,0.00495875,0.0410825,0.10063,0.00136375
36817,0.82235375,0.0246425,0.00482875,0.0411125,0.10562875,0.00143375
36831,0.81853,0.02369375,0.00452625,0.0412275,0.11052,0.0015025
36852,0.814805,0.02284625,0.00436375,0.0411475,0.11527,0.0015675
36825,0.81115875,0.02208375,0.00426625,0.04100375,0.119845,0.0016425
36792,0.80773,0.02126875,0.004055,0.0406275,0.1245775,0.00174125
36834,0.80435,0.0205125,0.00391625,0.04026875,0.12913625,0.00181625
36815,0.8010375,0.019925,0.003705,0.0398475,0.13359875,0.00188625
36805,0.7978825,0.01920125,0.00367125,0.03945125,0.137835,0.00195875
36827,0.79504625,0.0182625,0.0035575,0.03892,0.14217,0.00204375
36791,0.79215875,0.017565,0.00349375,0.0383825,0.14627875,0.00212125
36795,0.7894875,0.01685375,0.00333,0.0377425,0.15040125,0.002185
36846,0.78697125,0.0160425,0.00320625,0.03715875,0.15436625,0.002255
36824,0.78455625,0.01533,0.00305375,0.03648875,0.1582425,0.00232875
36797,0.7822,0.01478875,0.0028975,0.03565125,0.162075,0.0023875
36842,0.77998125,0.01414375,0.00282875,0.03481125,0.1657875,0.0024475
36801,0.77782125,0.0135575,0.00270625,0.034065,0.16934,0.00251
36821,0.7757875,0.01299875,0.0026,0.03321875,0.17282,0.002575
36818,0.77382125,0.01244625,0.0025175,0.03238875,0.1762,0.00262625
36802,0.7718075,0.01205125,0.00236,0.03169875,0.17940625,0.00267625
36848,0.76999625,0.01150375,0.00231,0.03086875,0.1825925,0.00272875
36830,0.76820625,0.01112125,0.00221375,0.03010375,0.1855775,0.0027775
36838,0.76651125,0.01063375,0.0021525,0.02922,0.18863875,0.00284375
36812,0.7648225,0.01021625,0.0021625,0.0284025,0.19149875,0.0028975
36796,0.76329125,0.0097875,0.00204,0.0277325,0.194205,0.00294375
36804,0.761755,0.00944875,0.00194125,0.0269625,0.19689375,0.00299875
36811,0.7602775,0.00916375,0.00176625,0.02617875,0.1995675,0.00304625
36820,0.75885875,0.00879625,0.0016925,0.02548125,0.2020925,0.00307875
36837,0.75754875,0.00834375,0.00161125,0.0247725,0.20460375,0.00312
36803,0.756375,0.0079375,0.00157875,0.02400375,0.2069425,0.0031625
36798,0.75526625,0.0075225,0.001565,0.02331875,0.20913625,0.00319125
36807,0.75421875,0.00710625,0.0014475,0.02262125,0.21137125,0.003235
36835,0.75322375,0.00671875,0.0013725,0.021955,0.21345375,0.00327625
36896,0.75224625,0.006395,0.00133,0.021215,0.2155,0.00331375
36962,0.75133125,0.00607,0.0012475,0.02049375,0.21749875,0.00335875
36954,0.7504475,0.00581125,0.00115875,0.0197875,0.2194025,0.0033925
36874,0.74963125,0.00551125,0.00112875,0.019055,0.2212475,0.00342625
36893,0.7488175,0.00522,0.0011325,0.01835375,0.22300875,0.0034675
36936,0.74805,0.004955,0.00102125,0.0177275,0.224755,0.00349125
36909,0.747305,0.00476125,0.00093375,0.0170625,0.2264,0.0035375
36871,0.746675,0.0045075,0.00088125,0.01642125,0.22795875,0.00355625
36888,0.7459875,0.00427375,0.00091,0.01576,0.229485,0.00358375
36884,0.74534875,0.0041125,0.000805,0.01519,0.23092625,0.0036175
36937,0.7448125,0.0038325,0.00077375,0.01458375,0.2323625,0.003635
36915,0.74427875,0.00363375,0.00074875,0.01401875,0.23366375,0.00365625
36980,0.74377,0.0034725,0.000705,0.01349,0.234885,0.0036775
36933,0.74332625,0.00329375,0.0006475,0.01296125,0.23607125,0.0037
36911,0.74290875,0.00308375,0.00059875,0.012495,0.23719375,0.00372
36876,0.74250125,0.00285625,0.000585,0.01204625,0.23828,0.00373125
36912,0.74213875,0.0026375,0.000585,0.0115375,0.2393525,0.00374875
36920,0.74174,0.00250625,0.000525,0.01109875,0.24036125,0.00376875
36952,0.741385,0.002375,0.0005125,0.01058875,0.24136,0.00377875
36974,0.741065,0.00225,0.000445,0.01014375,0.242305,0.00379125
36942,0.74077,0.00217375,0.00041125,0.009735,0.243105,0.003805
36868,0.7404725,0.00202375,0.000425,0.009315,0.24394375,0.00382
36944,0.74019125,0.00189125,0.00042,0.00891875,0.24474625,0.0038325
36917,0.73991,0.00178875,0.00036875,0.00852375,0.24556125,0.0038475
36941,0.7396625,0.0016825,0.00038375,0.0081175,0.2462875,0.00386625
36979,0.73940875,0.00162875,0.00034125,0.00777625,0.24696,0.003885
36927,0.73919125,0.00151625,0.00035125,0.00744375,0.24760625,0.00389125
36978,0.7389625,0.00145125,0.00032375,0.00718,0.2481725,0.00391
36945,0.73878125,0.00137125,0.0003,0.0068925,0.248735,0.00392
36886,0.738555,0.00133625,0.00026625,0.0065725,0.2493375,0.0039325
36926,0.7383625,0.00127875,0.00024625,0.00629875,0.24987125,0.0039425
36943,0.738185,0.0012175,0.000255,0.00603125,0.25036375,0.0039475
36897,0.7380275,0.0011325,0.00024125,0.00575875,0.25088875,0.00395125
36862,0.7378725,0.001065,0.00024125,0.00544,0.25142,0.00396125
36904,0.73768625,0.001035,0.000245,0.00522875,0.25183375,0.00397125
36908,0.73753125,0.00098625,0.00022875,0.00499125,0.2522825,0.00398
36972,0.73740125,0.00091625,0.00020875,0.00477125,0.25271375,0.00398875
36946,0.73726625,0.0008675,0.0001725,0.00458375,0.25311875,0.00399125
36906,0.73714875,0.00081375,0.00017625,0.00436,0.2534975,0.00400375
36890,0.737015,0.00079,0.0001475,0.00418125,0.25385625,0.00401
36880,0.73693625,0.00072125,0.000155,0.003975,0.2541975,0.004015
36892,0.73684375,0.00067625,0.00014625,0.00378375,0.2545325,0.0040175
36947,0.73673625,0.00065875,0.0001325,0.00358625,0.254865,0.00402125
36959,0.73664875,0.0006325,0.00012375,0.00343375,0.25513375,0.0040275
36916,0.7365725,0.00057625,0.00013625,0.0032375,0.25544375,0.00403375
36940,0.7364825,0.00057125,0.0001075,0.0031125,0.25568625,0.00404
36881,0.73638875,0.0005525,0.0001125,0.00295875,0.255945,0.0040425
36970,0.73632625,0.00050375,0.000115,0.00282125,0.25618875,0.004045
36875,0.73626,0.0004625,9.875e-05,0.0027275,0.2564025,0.00404875
36860,0.7361925,0.0004225,0.00011,0.00258625,0.256635,0.00405375
36877,0.7361375,0.0004025,9.5e-05,0.00246125,0.2568475,0.00405625
36923,0.73607625,0.00038625,9.625e-05,0.00233875,0.2570425,0.00406
36938,0.7360175,0.00038125,8e-05,0.00221375,0.25724,0.0040675
36918,0.73596125,0.00036375,7.5e-05,0.002115,0.25741375,0.00407125
36905,0.73591625,0.00033625,6.75e-05,0.002025,0.2575825,0.0040725
36922,0.73586375,0.00033,6.5e-05,0.00193,0.25773875,0.0040725
36878,0.735815,0.0003175,6.25e-05,0.00185125,0.25787875,0.004075
36928,0.73574875,0.000315,6.125e-05,0.00177875,0.2580175,0.00407875
36913,0.7356925,0.0003025,6e-05,0.001695,0.25816875,0.00408125
36887,0.73565375,0.000275,5.875e-05,0.00163,0.25829875,0.00408375
36950,0.735605,0.00027625,6.25e-05,0.00154375,0.2584275,0.004085
36931,0.73558125,0.0002325,7.125e-05,0.00148125,0.2585475,0.00408625
36873,0.735555,0.00020875,6.875e-05,0.00139875,0.25868125,0.0040875
36899,0.7355175,0.0002175,4.5e-05,0.001335,0.25879625,0.00408875
36869,0.73549,0.0002,4.625e-05,0.0012675,0.258905,0.00409125
36894,0.73546625,0.0001825,4.25e-05,0.00121625,0.25899625,0.00409625
36889,0.735435,0.00019375,3.5e-05,0.0011425,0.259095,0.00409875
36885,0.73541125,0.00017875,4.125e-05,0.00109,0.2591775,0.00410125
36981,0.73538125,0.0001625,4e-05,0.00104625,0.2592675,0.0041025
36882,0.73535625,0.0001475,4.125e-05,0.00099125,0.25936125,0.0041025
36939,0.7353375,0.00013625,3e-05,0.00095625,0.2594375,0.0041025
36919,0.7353175,0.0001325,2.375e-05,0.00091625,0.25950625,0.00410375
36955,0.7352975,0.00012,2.625e-05,0.000875,0.2595775,0.00410375
36879,0.7352825,0.00011,2.375e-05,0.00082125,0.25965875,0.00410375
36956,0.735275,0.0001,2e-05,0.0007825,0.25971875,0.00410375
36966,0.73525625,0.0001,1.625e-05,0.000735,0.2597875,0.004105
36932,0.735245,0.00010125,1.25e-05,0.00069125,0.25984375,0.00410625
36963,0.7352275,0.00011,1.25e-05,0.000635,0.25990875,0.00410625
36930,0.73521625,9.875e-05,1.125e-05,0.00059375,0.25997375,0.00410625
36964,0.73520125,9.5e-05,1.125e-05,0.0005475,0.2600375,0.0041075
36870,0.735195,8.25e-05,7.5e-06,0.00051125,0.26009625,0.0041075
36867,0.73518375,7.875e-05,7.5e-06,0.0004875,0.2601325,0.00411
36872,0.7351725,8.125e-05,1.125e-05,0.00046375,0.26015875,0.0041125
36866,0.73515875,7.875e-05,1.5e-05,0.0004425,0.2601925,0.0041125
36976,0.73514375,7.75e-05,1e-05,0.00042375,0.26023,0.004115
36971,0.73513125,7.75e-05,1.25e-05,0.00040375,0.26025875,0.00411625
36895,0.73511,8.875e-05,1.375e-05,0.0003725,0.26029625,0.00411875
36900,0.73508875,9e-05,1.75e-05,0.00035625,0.26032875,0.00411875
36965,0.7350725,8.625e-05,1.75e-05,0.00034625,0.2603575,0.00412
36934,0.73505375,8.375e-05,2.875e-05,0.0003325,0.26038125,0.00412
36902,0.735045,7.875e-05,1.75e-05,0.00032625,0.26041125,0.00412125
36910,0.73503875,7.125e-05,1.75e-05,0.00031375,0.2604375,0.00412125
36883,0.7350225,7.125e-05,1.625e-05,0.0003,0.26046875,0.00412125
36903,0.735005,7.5e-05,1.25e-05,0.00028875,0.2604975,0.00412125
36925,0.73500125,6.875e-05,5e-06,0.000285,0.26051875,0.00412125
36967,0.7349875,7.5e-05,1e-05,0.0002675,0.2605375,0.0041225
36898,0.7349675,8.375e-05,1.375e-05,0.00024875,0.26056375,0.0041225
36865,0.73495625,8.125e-05,1.25e-05,0.00023,0.260595,0.004125
36969,0.7349475,7.625e-05,8.75e-06,0.00022125,0.26062125,0.004125
36861,0.73492625,8.125e-05,1e-05,0.00021,0.2606475,0.004125
36975,0.7349175,6.875e-05,1e-05,0.00021125,0.2606675,0.004125
36891,0.7349075,7.375e-05,7.5e-06,0.00020125,0.260685,0.004125
36951,0.7349025,6.125e-05,8.75e-06,0.0001975,0.260705,0.004125
36858,0.73488625,6e-05,7.5e-06,0.00019,0.26073,0.00412625
36914,0.7348725,6.75e-05,8.75e-06,0.0001825,0.26074125,0.0041275
36921,0.73486,6e-05,1.375e-05,0.0001725,0.26076625,0.0041275
36901,0.73485125,5.375e-05,1.5e-05,0.000165,0.2607875,0.0041275
36929,0.73484375,5e-05,1.25e-05,0.0001675,0.26079875,0.0041275
36907,0.73483375,5.375e-05,7.5e-06,0.00016625,0.26081125,0.0041275
36864,0.73482875,5e-05,7.5e-06,0.00015375,0.26083125,0.00412875
36968,0.734825,4.625e-05,7.5e-06,0.00015125,0.26084125,0.00412875
36859,0.7348225,3.25e-05,1.375e-05,0.000145,0.2608575,0.00412875
36960,0.7348175,3.125e-05,1.375e-05,0.00014375,0.260865,0.00412875
36855,0.73481375,3.25e-05,8.75e-06,0.00014,0.26087625,0.00412875
36977,0.7348075,3.625e-05,8.75e-06,0.00013125,0.2608875,0.00412875
36961,0.73480125,3.5e-05,8.75e-06,0.0001325,0.26089375,0.00412875
36863,0.73479375,3.875e-05,7.5e-06,0.00013,0.2609,0.00413
36957,0.7347925,3.625e-05,6.25e-06,0.00012125,0.26091375,0.00413
36857,0.73478625,3.75e-05,5e-06,0.00012125,0.26091875,0.00413125
36958,0.73478125,3.75e-05,7.5e-06,0.000115,0.2609275,0.00413125
36949,0.73477125,4e-05,7.5e-06,0.00011375,0.26093625,0.00413125
36924,0.73476375,4.125e-05,5e-06,0.00010625,0.26095125,0.0041325
36973,0.73476125,3.375e-05,5e-06,0.0001025,0.2609625,0.004135
36856,0.734755,3.25e-05,1.125e-05,9.875e-05,0.2609675,0.004135
36935,0.734745,3.875e-05,7.5e-06,9.875e-05,0.260975,0.004135
36948,0.73474,3.625e-05,6.25e-06,9.625e-05,0.26098625,0.004135
36953,0.73473,4.125e-05,8.75e-06,9.25e-05,0.2609925,0.004135
37055,0.7347225,4e-05,1e-05,8.875e-05,0.26100375,0.004135
37107,0.73471625,4.125e-05,6.25e-06,8.75e-05,0.26101375,0.004135
37040,0.73471375,3.875e-05,5e-06,8.5e-05,0.2610225,0.004135
37004,0.73470375,3.875e-05,6.25e-06,8.125e-05,0.261035,0.004135
36986,0.7347,3.25e-05,6.25e-06,8.5e-05,0.26104125,0.004135
37086,0.73468875,3.375e-05,6.25e-06,9e-05,0.26104625,0.004135
37057,0.734685,3.125e-05,7.5e-06,8.125e-05,0.2610575,0.0041375
37018,0.73467375,3.5e-05,6.25e-06,8.25e-05,0.261065,0.0041375
37046,0.73466875,3.125e-05,8.75e-06,7.75e-05,0.26107625,0.0041375
37079,0.73466375,3.25e-05,6.25e-06,7.875e-05,0.26108125,0.0041375
37049,0.73466,2.875e-05,3.75e-06,7.75e-05,0.2610925,0.0041375
36990,0.734655,2.25e-05,6.25e-06,7.5e-05,0.26110375,0.0041375
37029,0.7346525,2.125e-05,5e-06,7.5e-05,0.26110875,0.0041375
37000,0.734645,2e-05,7.5e-06,7.5e-05,0.261115,0.0041375
37074,0.73463875,2.125e-05,6.25e-06,7.5e-05,0.26112125,0.0041375
37072,0.7346375,1.875e-05,7.5e-06,7e-05,0.26112875,0.0041375
37044,0.7346375,1.5e-05,7.5e-06,7e-05,0.2611325,0.0041375
37006,0.734635,1.5e-05,5e-06,6.75e-05,0.26114,0.0041375
37041,0.7346325,1.5e-05,5e-06,6.375e-05,0.26114625,0.0041375
37085,0.73462875,1.5e-05,3.75e-06,6.125e-05,0.26115375,0.0041375
37104,0.734625,1.875e-05,2.5e-06,5.875e-05,0.2611575,0.0041375
36989,0.73462375,1.75e-05,2.5e-06,5.5e-05,0.26116375,0.0041375
37045,0.73462,1.875e-05,2.5e-06,5.625e-05,0.261165,0.0041375
37062,0.73461125,2.375e-05,2.5e-06,5.5e-05,0.26117,0.0041375
37066,0.73460625,2.25e-05,5e-06,5.25e-05,0.26117625,0.0041375
37019,0.73459875,2.375e-05,5e-06,4.75e-05,0.2611875,0.0041375
37100,0.73459375,2.125e-05,6.25e-06,4.875e-05,0.2611925,0.0041375
37052,0.73458875,2.25e-05,5e-06,4.5e-05,0.2612,0.00413875
37083,0.73458375,2.125e-05,5e-06,4.5e-05,0.26120625,0.00413875
37093,0.73458125,1.875e-05,3.75e-06,4.625e-05,0.26121125,0.00413875
36984,0.73457875,1.75e-05,2.5e-06,4.5e-05,0.2612175,0.00413875
36992,0.7345775,1.5e-05,3.75e-06,4.125e-05,0.26122375,0.00413875
37014,0.73456875,1.875e-05,5e-06,4.25e-05,0.26122625,0.00413875
37069,0.734565,1.875e-05,3.75e-06,4.25e-05,0.26123,0.00414
37056,0.73456125,1.75e-05,5e-06,4e-05,0.261235,0.00414125
37095,0.7345575,1.625e-05,2.5e-06,4e-05,0.26124125,0.0041425
37101,0.734555,1.625e-05,1.25e-06,4e-05,0.261245,0.0041425
37109,0.7345525,1.375e-05,1.25e-06,3.875e-05,0.26125,0.00414375
37032,0.73455125,1.25e-05,2.5e-06,3.75e-05,0.2612525,0.00414375
37070,0.7345475,1.25e-05,1.25e-06,4e-05,0.261255,0.00414375
37011,0.734545,1.25e-05,2.5e-06,4e-05,0.26125625,0.00414375
37017,0.7345425,1.375e-05,1.25e-06,4.125e-05,0.2612575,0.00414375
37047,0.73453875,1.625e-05,1.25e-06,4e-05,0.26126,0.00414375
37068,0.73453125,2e-05,0.0,3.75e-05,0.2612675,0.00414375
37005,0.73452875,1.875e-05,2.5e-06,3.375e-05,0.2612725,0.00414375
37081,0.7345225,2.25e-05,3.75e-06,3.5e-05,0.2612725,0.00414375
36985,0.7345175,2.5e-05,2.5e-06,3.125e-05,0.26128,0.00414375
37073,0.73451375,2.375e-05,5e-06,2.875e-05,0.261285,0.00414375
36988,0.7345075,2.375e-05,3.75e-06,3e-05,0.26129125,0.00414375
37031,0.7345025,2e-05,3.75e-06,3.25e-05,0.2612975,0.00414375
37053,0.73449875,2.25e-05,2.5e-06,3.375e-05,0.26129875,0.00414375
37067,0.73449625,2.375e-05,2.5e-06,3.375e-05,0.2613,0.00414375
37061,0.73449125,2.375e-05,1.25e-06,3.75e-05,0.2613025,0.00414375
37105,0.7344875,2.25e-05,1.25e-06,4.125e-05,0.26130375,0.00414375
37110,0.73448625,2.25e-05,1.25e-06,4.25e-05,0.26130375,0.00414375
36998,0.73447875,2.875e-05,2.5e-06,3.625e-05,0.26131,0.00414375
37094,0.73446875,3.375e-05,2.5e-06,3.5e-05,0.26131625,0.00414375
37015,0.73446125,3.125e-05,5e-06,3.375e-05,0.261325,0.00414375
37080,0.73445375,3.25e-05,6.25e-06,3.5e-05,0.26132875,0.00414375
37012,0.73445,2.625e-05,3.75e-06,3.75e-05,0.2613375,0.004145
37024,0.7344475,2.5e-05,2.5e-06,4e-05,0.26134,0.004145
37035,0.73444375,2.5e-05,3.75e-06,4e-05,0.2613425,0.004145
37102,0.73444,2e-05,3.75e-06,4e-05,0.26135125,0.004145
37039,0.73443625,1.75e-05,5e-06,3.75e-05,0.26135875,0.004145
37010,0.73442875,2.375e-05,3.75e-06,3.875e-05,0.26136,0.004145
37002,0.73442375,2.125e-05,5e-06,3.625e-05,0.26136875,0.004145
36982,0.73441875,2e-05,5e-06,3.75e-05,0.26137375,0.004145
36995,0.7344125,2.375e-05,5e-06,3.75e-05,0.26137625,0.004145
37042,0.73441,2.375e-05,5e-06,3.5e-05,0.26138125,0.004145
37022,0.73440875,2.25e-05,5e-06,3.625e-05,0.2613825,0.004145
37036,0.7344075,1.875e-05,6.25e-06,3.75e-05,0.261385,0.004145
36993,0.73440625,1.5e-05,6.25e-06,4e-05,0.2613875,0.004145
37092,0.73440625,1.375e-05,3.75e-06,4e-05,0.26139125,0.004145
37060,0.73440625,1e-05,5e-06,3.625e-05,0.2613975,0.004145
37050,0.734405,1e-05,1.25e-06,3.75e-05,0.26140125,0.004145
36983,0.73439875,1.375e-05,2.5e-06,3.75e-05,0.2614025,0.004145
37106,0.7343975,1.5e-05,0.0,3.75e-05,0.261405,0.004145
37037,0.73439375,1.75e-05,0.0,3.25e-05,0.26141125,0.004145
37007,0.7343925,1.5e-05,2.5e-06,3.125e-05,0.26141375,0.004145
37034,0.73439125,1.25e-05,3.75e-06,3e-05,0.2614175,0.004145
37090,0.73438875,8.75e-06,3.75e-06,3e-05,0.26142375,0.004145
37021,0.73438625,7.5e-06,5e-06,2.875e-05,0.2614275,0.004145
37075,0.734385,8.75e-06,2.5e-06,2.625e-05,0.2614325,0.004145
37108,0.734385,6.25e-06,3.75e-06,2.375e-05,0.26143625,0.004145
37016,0.7343825,8.75e-06,2.5e-06,2.5e-05,0.26143625,0.004145
37084,0.73438125,7.5e-06,2.5e-06,2.375e-05,0.26144,0.004145
37001,0.73437875,8.75e-06,3.75e-06,2.125e-05,0.2614425,0.004145
37098,0.73437875,7.5e-06,1.25e-06,2.5e-05,0.2614425,0.004145
37008,0.734375,1e-05,1.25e-06,2.375e-05,0.261445,0.004145
37096,0.7343725,1e-05,1.25e-06,2.25e-05,0.26144875,0.004145
37051,0.73437125,1e-05,1.25e-06,2.25e-05,0.26145,0.004145
37023,0.73436625,1.375e-05,1.25e-06,2e-05,0.26145375,0.004145
36991,0.73436125,1.5e-05,3.75e-06,2e-05,0.261455,0.004145
37048,0.7343575,1.5e-05,5e-06,1.875e-05,0.26145875,0.004145
37076,0.73435625,1.375e-05,2.5e-06,2e-05,0.2614625,0.004145
37099,0.734355,1.375e-05,2.5e-06,2e-05,0.26146375,0.004145
36987,0.734355,1.125e-05,1.25e-06,2e-05,0.2614675,0.004145
37033,0.73435375,1e-05,2.5e-06,2e-05,0.26146875,0.004145
37065,0.73435125,1.125e-05,3.75e-06,2e-05,0.26146875,0.004145
37058,0.73434625,1.5e-05,2.5e-06,1.875e-05,0.2614725,0.004145
37087,0.7343425,1.75e-05,3.75e-06,1.5e-05,0.26147625,0.004145
37077,0.73433875,1.625e-05,6.25e-06,1.375e-05,0.26148,0.004145
37091,0.73433625,1.5e-05,6.25e-06,1.5e-05,0.2614825,0.004145
36996,0.734335,1.5e-05,5e-06,1.75e-05,0.2614825,0.004145
37009,0.73433125,1.75e-05,3.75e-06,1.875e-05,0.26148375,0.004145
36999,0.73432625,2e-05,2.5e-06,1.875e-05,0.2614875,0.004145
36994,0.734325,1.875e-05,1.25e-06,2e-05,0.26149,0.004145
37097,0.7343225,1.875e-05,2.5e-06,1.875e-05,0.2614925,0.004145
37030,0.734315,2.25e-05,5e-06,1.75e-05,0.261495,0.004145
37003,0.7343125,2.25e-05,3.75e-06,2e-05,0.26149625,0.004145
37026,0.73430875,2.25e-05,5e-06,1.875e-05,0.2615,0.004145
37013,0.7343025,2.25e-05,2.5e-06,2.25e-05,0.261505,0.004145
37020,0.734295,2.5e-05,5e-06,2.375e-05,0.26150625,0.004145
37038,0.73429125,2.5e-05,3.75e-06,2.625e-05,0.26150875,0.004145
37063,0.734285,2.25e-05,3.75e-06,2.75e-05,0.26151625,0.004145
37071,0.73428,2.25e-05,6.25e-06,2.5e-05,0.26152125,0.004145
37078,0.7342775,1.875e-05,3.75e-06,2.875e-05,0.26152625,0.004145
37054,0.73426875,2.25e-05,5e-06,3.125e-05,0.2615275,0.004145
37028,0.73425625,2.875e-05,2.5e-06,3.125e-05,0.26153625,0.004145
37088,0.73425,2.875e-05,3.75e-06,3e-05,0.2615425,0.004145
37027,0.7342475,2.375e-05,5e-06,3.125e-05,0.2615475,0.004145
37064,0.73424125,2.25e-05,3.75e-06,3.125e-05,0.26155625,0.004145
37043,0.73423625,2.125e-05,6.25e-06,2.875e-05,0.2615625,0.004145
37089,0.73423375,1.875e-05,6.25e-06,3e-05,0.26156625,0.004145
37059,0.73423125,1.375e-05,1e-05,2.875e-05,0.26157125,0.004145
37025,0.73423,1.25e-05,6.25e-06,2.75e-05,0.2615775,0.00414625
37103,0.7342275,1.5e-05,2.5e-06,2.625e-05,0.2615825,0.00414625
37082,0.73422625,1.5e-05,2.5e-06,2.625e-05,0.26158375,0.00414625
36997,0.73422375,1.75e-05,2.5e-06,2.5e-05,0.261585,0.00414625
37123,0.73422,1.5e-05,2.5e-06,2.5e-05,0.26159125,0.00414625
37111,0.7342175,1.5e-05,2.5e-06,2e-05,0.26159875,0.00414625
37124,0.7342175,7.5e-06,2.5e-06,2.125e-05,0.261605,0.00414625
37135,0.73421625,6.25e-06,1.25e-06,2.25e-05,0.2616075,0.00414625
37127,0.734215,5e-06,1.25e-06,1.875e-05,0.26161375,0.00414625
37134,0.734215,5e-06,0.0,1.875e-05,0.261615,0.00414625
37120,0.734215,3.75e-06,0.0,2e-05,0.261615,0.00414625
37126,0.734215,3.75e-06,0.0,1.75e-05,0.2616175,0.00414625
37136,0.73421125,6.25e-06,0.0,1.625e-05,0.26162,0.00414625
37125,0.7342075,8.75e-06,0.0,1.625e-05,0.26162125,0.00414625
37128,0.7342075,6.25e-06,0.0,1.625e-05,0.26162375,0.00414625
37129,0.73420625,5e-06,0.0,1.875e-05,0.26162375,0.00414625
37121,0.73420625,5e-06,0.0,1.875e-05,0.26162375,0.00414625
37119,0.7342025,7.5e-06,0.0,2e-05,0.26162375,0.00414625
37112,0.73420125,7.5e-06,0.0,1.75e-05,0.2616275,0.00414625
37117,0.7342,7.5e-06,0.0,1.625e-05,0.26163,0.00414625
37137,0.73419875,6.25e-06,1.25e-06,1.625e-05,0.26163125,0.00414625
37133,0.7341975,7.5e-06,0.0,1.5e-05,0.26163375,0.00414625
37132,0.7341975,6.25e-06,0.0,1.375e-05,0.26163625,0.00414625
37138,0.73419625,5e-06,1.25e-06,1.5e-05,0.26163625,0.00414625
37114,0.73419625,5e-06,0.0,1.375e-05,0.26163875,0.00414625
37130,0.73419375,6.25e-06,0.0,1.25e-05,0.26164125,0.00414625
37122,0.73418875,1.125e-05,0.0,8.75e-06,0.261645,0.00414625
37118,0.73418875,6.25e-06,0.0,1e-05,0.26164875,0.00414625
37131,0.7341875,5e-06,0.0,1e-05,0.26165125,0.00414625
37113,0.73418625,3.75e-06,0.0,1.125e-05,0.2616525,0.00414625
37115,0.73418625,1.25e-06,2.5e-06,1.125e-05,0.2616525,0.00414625
37116,0.73418625,1.25e-06,1.25e-06,1e-05,0.261655,0.00414625
37201,0.99936625,0.00062625,3.75e-06,0.0,3.75e-06,0.0
37189,0.9991525,0.00070625,5.875e-05,2.75e-05,5.5e-05,0.0
37166,0.99872875,0.0009675,0.0001125,6.625e-05,0.000125,0.0
37196,0.99784,0.00158625,0.0001575,0.00015625,0.00025875,1.25e-06
37159,0.9956325,0.00331,0.0002825,0.00031375,0.00046,1.25e-06
37169,0.9901975,0.00767125,0.00060625,0.0006175,0.00090375,3.75e-06
37187,0.97863375,0.01686125,0.00131625,0.00130625,0.00186875,1.375e-05
37148,0.95941,0.03136125,0.0026025,0.002735,0.0038625,2.875e-05
37162,0.93637375,0.0466475,0.004425,0.00533125,0.00716625,5.625e-05
37192,0.914635,0.0580475,0.00657875,0.00889625,0.01173875,0.00010375
37146,0.89480375,0.06552875,0.00856125,0.01345875,0.017485,0.0001625
37139,0.8769025,0.07001125,0.00994,0.01877375,0.02414875,0.00022375
37144,0.8605325,0.07213625,0.01096875,0.02448125,0.0315875,0.00029375
37195,0.84504625,0.07324875,0.0118975,0.030045,0.03937625,0.00038625
37197,0.83044625,0.0732875,0.01250875,0.03561,0.04767125,0.00047625
37164,0.81615,0.0730175,0.01292625,0.04091875,0.0563975,0.00059
37151,0.80227375,0.07233625,0.01297625,0.04634,0.0653675,0.00070625
37163,0.78928875,0.071125,0.012865,0.05105375,0.07482125,0.00084625
37150,0.77679,0.06973125,0.01265625,0.05551625,0.08430375,0.0010025
37171,0.765025,0.06768125,0.0125925,0.0595975,0.0939825,0.00112125
37198,0.754055,0.06534375,0.01215,0.0633475,0.10384125,0.0012625
37143,0.74385875,0.0629375,0.01178,0.06622375,0.1138025,0.0013975
37154,0.7346075,0.0600575,0.01132375,0.06878,0.12368125,0.00155
37160,0.72592375,0.05721875,0.010925,0.07078875,0.133435,0.00170875
37184,0.7180125,0.05423625,0.01031625,0.07265125,0.14290125,0.0018825
37191,0.71079375,0.051025,0.00971875,0.073795,0.15265375,0.00201375
37152,0.70417375,0.04785625,0.0092925,0.07451375,0.1620025,0.00216125
37168,0.69806625,0.04486125,0.00872125,0.0747975,0.17123625,0.0023175
37156,0.69233125,0.0420325,0.00818875,0.07503625,0.17995625,0.002455
37199,0.68695625,0.03940875,0.0078325,0.07478625,0.18843375,0.0025825
37142,0.68216375,0.036695,0.0072775,0.07440875,0.1967375,0.0027175
37167,0.677635,0.03412125,0.00688375,0.07363,0.20486625,0.00286375
37140,0.67347,0.0319,0.0063225,0.07261,0.21270125,0.00299625
37181,0.6695925,0.0297125,0.00589,0.07147125,0.22018875,0.003145
37194,0.6660525,0.0276,0.00544625,0.06995,0.22768,0.00327125
37147,0.66271375,0.0256325,0.00513875,0.06844875,0.23466625,0.0034
37179,0.659655,0.02377375,0.00475,0.0668175,0.2414875,0.00351625
37158,0.65686125,0.02210125,0.0044025,0.06504,0.247985,0.00361
37170,0.65416875,0.02079625,0.00404375,0.0631075,0.25414,0.00374375
